subj_id,subjcode,electrode,qual_col,row,Name,TextResp,isCorrect,Timing_1,Confidence
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(8),8,camera,camera,1,1.932,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(9),9,airplane,,0,2.166,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(10),10,socks,,0,4.324,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(11),11,glove,pizza,0,3.365,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(12),12,cake,,0,13.116,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(13),13,hairbrush,,0,5.504,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(14),14,bed,truck,0,6.945,2.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(15),15,boot,a dancing couple,0,6.902,4.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(16),16,coffeemug,,0,3.167,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(17),17,armchair,,0,3.522,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(18),18,guitar,guitar,1,1.645,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(19),19,cat,huskey,0,3.766,6.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(20),20,bowtie,,0,4.8180000000000005,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(21),21,knife,duck,0,9.857,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(22),22,binoculars,,0,7.1629999999999985,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(23),23,rollerblades,,0,5.294,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(24),24,leopard,leopard,1,1.901,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(25),25,handbag,mole rat,0,11.711,4.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(26),26,motorcycle,bicycle,0,14.848,4.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(27),27,lantern,cheetah,0,13.935,4.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(28),28,bike,bicycle,0,1.354,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(29),29,cheesegrater,,0,6.002000000000002,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(30),30,desk,,0,2.377,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(31),31,bird,,0,12.348,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(32),32,apple,apple,1,2.303,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(33),33,lock,camera lense,0,7.298999999999999,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(34),34,car,sloth,0,2.935,5.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(35),35,crib,bench,0,2.122,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(36),36,camcoder,video camera,0,5.811,6.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(37),37,trophy,trophy,1,2.954,5.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(38),38,calculator,floppy disk,0,6.419,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(39),39,tennisracket,tennisracket,1,1.57,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(40),40,butterfly,butterfly,1,2.147,6.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(41),41,stapler,harmonica,0,5.2360000000000015,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(42),42,sodacan,,0,3.204,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(43),43,palmtree,palmtree,1,7.657,5.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(44),44,gift,,0,2.826,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(45),45,bucket,ice cream in a dish,0,9.643,7.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(46),46,trumpet,trumpet,1,3.408,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(47),47,bill,fox with glasses,0,30.216,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(48),48,fish,Pikachu,0,13.062,2.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(49),49,bell,dog head,0,5.091,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(50),50,cheese,cheese,1,4.235,6.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(51),51,turtle,turtle,1,2.82,5.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(52),52,axe,water gun,0,3.169,4.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(53),53,handgun,,0,1.823,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(54),54,dog,dog,1,2.14,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(55),55,basket,four leaf clover,0,6.51,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(56),56,phone,,0,1.853,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(57),57,teddybear,,0,8.519,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(58),58,shoe,shoe,1,,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(59),59,bottle,dog,0,3.268,3.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(60),60,rabbit,rabbit,1,1.5319999999999998,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(61),61,lamp,lamp,1,3.042,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(62),62,key,man,0,2.511,6.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(63),63,scissors,,0,3.627,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(64),64,candle,candle,1,5.412000000000001,4.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(65),65,watch,,0,9.975,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(66),66,flashlight,flashlight,1,2.329,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(67),67,fan,,0,3.4730000000000003,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(68),68,wineglass,,0,8.577,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(69),69,microscope,,0,2.299,
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(70),70,clock,clock,1,2.901,8.0
R_eFBfDt4acLjjVQh,WFM130,3,NameResp_TEXT(71),71,lawnmower,,0,11.005,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(1),1,pipe,,0,6.964,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(2),2,train,train,1,2.96,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(3),3,balloon,,0,11.265999999999998,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(4),4,backpack,,0,35.014,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(5),5,headphones,House,0,5.352,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(6),6,stroller,,0,8.999,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(7),7,hammer,Flashlight,0,6.287000000000001,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(8),8,camera,camera,1,2.067,5.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(9),9,airplane,,0,10.208,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(10),10,socks,,0,6.556,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(11),11,glove,,0,9.073,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(12),12,cake,,0,13.268,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(13),13,hairbrush,hairbrush,1,4.215,5.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(14),14,bed,bed,1,4.255,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(15),15,boot,,0,11.314,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(16),16,coffeemug,,0,14.936,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(17),17,armchair,Rabbits,0,5.3610000000000015,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(18),18,guitar,,0,2.323,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(19),19,cat,,0,7.225,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(20),20,bowtie,,0,7.507999999999999,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(21),21,knife,Knife,0,2.498,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(22),22,binoculars,traffic cop,0,22.633000000000006,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(23),23,rollerblades,,0,5.785,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(24),24,leopard,,0,5.5760000000000005,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(25),25,handbag,Purse,0,4.386,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(26),26,motorcycle,,0,17.737000000000005,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(27),27,lantern,lantern,1,30.836,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(28),28,bike,bicycle,0,1.994,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(29),29,cheesegrater,,0,9.412,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(30),30,desk,Fireplace,0,12.462,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(31),31,bird,,0,12.470999999999998,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(32),32,apple,Apple,0,2.522,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(33),33,lock,Lock,0,8.932,5.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(34),34,car,car,1,3.178,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(35),35,crib,crib ,0,1.5530000000000002,6.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(36),36,camcoder,Glasses,0,12.101,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(37),37,trophy,Rabbit in a suit,0,15.273,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(38),38,calculator,truck,0,4.454,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(39),39,tennisracket,,0,12.332,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(40),40,butterfly,Owl,0,4.853,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(41),41,stapler,Building,0,14.63,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(42),42,sodacan,,0,6.6770000000000005,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(43),43,palmtree,,0,15.06,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(44),44,gift,Angry face,0,26.202,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(45),45,bucket,Frog on a lilipad,0,7.9620000000000015,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(46),46,trumpet,,0,16.771,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(47),47,bill,bill,1,2.073,7.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(48),48,fish,,0,24.149,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(49),49,bell,,0,15.848,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(50),50,cheese,Bread,0,17.826,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(51),51,turtle,turtle ,0,3.213,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(52),52,axe,,0,9.027,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(53),53,handgun,,0,5.813,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(54),54,dog,,0,3.011,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(55),55,basket,frog on a lilipad,0,18.316,5.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(56),56,phone,,0,6.204,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(57),57,teddybear,Face,0,25.284,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(58),58,shoe,,0,,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(59),59,bottle,,0,10.851,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(60),60,rabbit,rabbit,1,2.509,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(61),61,lamp,City Street,0,11.489,3.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(62),62,key,,0,15.319,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(63),63,scissors,scissors,1,2.476,5.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(64),64,candle,,0,8.447000000000001,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(65),65,watch,,0,9.21,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(66),66,flashlight,Baseball bat,0,7.276,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(67),67,fan,,0,6.579,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(68),68,wineglass,,0,26.371,
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(69),69,microscope,Rabbit,0,9.358,4.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(70),70,clock,clock,1,1.62,5.0
R_d6Dq6Kyn36MTAJ7,WFM135,3,NameResp_TEXT(71),71,lawnmower,,0,4.91,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(1),1,pipe,village,0,8.549,3.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(2),2,train,piano,0,7.737999999999999,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(3),3,balloon,skull,0,6.376,3.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(4),4,backpack,backpack,1,6.149,3.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(5),5,headphones,houses/building,0,15.623,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(6),6,stroller,monsters,0,15.502,3.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(7),7,hammer,cane,0,7.1560000000000015,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(8),8,camera,camera,1,2.022,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(9),9,airplane,fetus,0,7.604,3.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(10),10,socks,socks,1,4.7330000000000005,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(11),11,glove,,0,17.368,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(12),12,cake,muffin,0,4.6610000000000005,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(13),13,hairbrush,,0,26.27,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(14),14,bed,bed,1,4.402,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(15),15,boot,door,0,2.065,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(16),16,coffeemug,chair,0,5.157,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(17),17,armchair,rabbit,0,15.329,3.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(18),18,guitar,,0,22.157,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(19),19,cat,A man,0,11.229,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(20),20,bowtie,bowtie,1,3.486,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(21),21,knife,Bird,0,19.879,3.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(22),22,binoculars,binoculars,1,12.149,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(23),23,rollerblades,,0,6.939,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(24),24,leopard,chicken,0,7.034,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(25),25,handbag,bicycle,0,2.94,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(26),26,motorcycle,crowd of people,0,5.473,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(27),27,lantern,lantern,1,2.261,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(28),28,bike,bicycle,0,1.518,6.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(29),29,cheesegrater,,0,13.373,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(30),30,desk,fireplace,0,3.798,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(31),31,bird,boat,0,7.457000000000002,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(32),32,apple,apple,1,1.878,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(33),33,lock,lock,1,1.893,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(34),34,car,boat,0,2.589,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(35),35,crib,crib,1,1.436,6.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(36),36,camcoder,video camera,0,7.563,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(37),37,trophy,hourglass,0,2.653,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(38),38,calculator,car,0,2.7110000000000003,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(39),39,tennisracket,tennisracket,1,2.34,6.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(40),40,butterfly,butterfly,1,2.708,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(41),41,stapler,piano,0,2.562,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(42),42,sodacan,astronauts helmet,0,19.472,3.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(43),43,palmtree,plant,0,1.633,6.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(44),44,gift,face/mask,0,13.54,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(45),45,bucket,animal drinking from bucket,0,5.226,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(46),46,trumpet,,0,15.428,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(47),47,bill,domino,0,1.888,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(48),48,fish,violin ,0,5.271,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(49),49,bell,,0,4.9,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(50),50,cheese,cheese,1,1.856,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(51),51,turtle,turtle,1,1.459,6.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(52),52,axe,,0,16.493,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(53),53,handgun,,0,11.885,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(54),54,dog,bush,0,9.515,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(55),55,basket,,0,17.712,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(56),56,phone,,0,15.593,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(57),57,teddybear,,0,17.394000000000002,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(58),58,shoe,shoe,1,,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(59),59,bottle,lantern,0,2.59,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(60),60,rabbit,rabbit,1,4.4510000000000005,6.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(61),61,lamp,lamp,1,3.189,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(62),62,key,key,1,7.456,7.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(63),63,scissors,,0,11.084,
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(64),64,candle,candle,1,3.447,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(65),65,watch,clock,0,4.02,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(66),66,flashlight,flashlight,1,3.108,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(67),67,fan,lobster,0,6.027,5.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(68),68,wineglass,birds,0,7.853,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(69),69,microscope,microscope,1,8.495,4.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(70),70,clock,watch,0,1.519,6.0
R_3jv8dkv5pkIe4f3,WFM136,3,NameResp_TEXT(71),71,lawnmower,lawnmower,1,8.773,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(1),1,pipe,,0,3.014,
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(2),2,train,a piano and a black women leaning/laying on top of it (like back in the 70s/80s),0,3.984,7.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(3),3,balloon,the devil,0,2.59,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(4),4,backpack,a city in the night sky,0,4.1960000000000015,4.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(5),5,headphones,a group of houses (like you see in Greece) ,0,2.407,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(6),6,stroller,Looks like cave art of a battle,0,2.899,4.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(7),7,hammer,hammer,1,4.871,7.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(8),8,camera,camera,1,2.807,6.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(9),9,airplane,The green typical aliens you would see in cartoons,0,2.003,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(10),10,socks,two beach benches people lay out on,0,2.0540000000000003,6.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(11),11,glove,,0,3.729,
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(12),12,cake,pizza,0,2.061,3.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(13),13,hairbrush,a crawly bug ,0,2.239,6.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(14),14,bed,bed,1,5.059,4.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(15),15,boot,a door opening,0,4.832,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(16),16,coffeemug,a chair with spikes,0,2.3280000000000003,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(17),17,armchair,"Bunny, Boogie Man, fish",0,12.746,3.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(18),18,guitar,a head with the brain exposed (left side) idk what happening on the right side,0,3.749,4.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(19),19,cat,cat,1,15.981,4.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(20),20,bowtie,bunch of houses,0,4.864,4.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(21),21,knife,,0,1.961,
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(22),22,binoculars,cannon,0,4.16,6.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(23),23,rollerblades,,0,3.254,
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(24),24,leopard,"unsure, I can see Louisiana in the bottom right corner ",0,6.4460000000000015,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(25),25,handbag,Purse,0,2.886,6.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(26),26,motorcycle,a white circle,0,6.586,3.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(27),27,lantern,a chair in an empty room,0,4.613,6.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(28),28,bike,bicycle,0,3.81,7.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(29),29,cheesegrater,one guy in a movie theater,0,6.186,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(30),30,desk,fire place,0,5.0,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(31),31,bird,the dog from Lady and the Tramp (the scruffy one),0,8.798,3.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(32),32,apple,Typical green alien head,0,2.247,2.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(33),33,lock,a camera lens pointed at me or a gun barrel  ,0,5.143,6.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(34),34,car,car,1,3.008,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(35),35,crib,crib,1,1.587,7.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(36),36,camcoder,a person on a type writer,0,6.195,4.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(37),37,trophy,multiple faces,0,2.504,5.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(38),38,calculator,a school bus,0,1.832,6.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(39),39,tennisracket,tennisracket,1,7.019,7.0
R_9NNGTs03HOOrLhz,WFM134,3,NameResp_TEXT(40),40,butterfly,butterfly,1,2.2880000000000003,6.0
