subj_id,qual_col,Timing_1,row,Name
R_9KLkobZ9kYZSzYh,Timing_1(9),16.385,9,airplane
R_4T9SzDwjzOtlmrX,Timing_1(9),0.004,9,airplane
R_eFBfDt4acLjjVQh,Timing_1(9),2.166,9,airplane
R_d6Dq6Kyn36MTAJ7,Timing_1(9),10.208,9,airplane
R_3jv8dkv5pkIe4f3,Timing_1(9),7.604,9,airplane
R_9NNGTs03HOOrLhz,Timing_1(9),2.003,9,airplane
R_9QAIH8o5XKYkAFD,Timing_1(9),5.876,9,airplane
R_8hQIw8oM3sZtlUV,Timing_1(9),1.6569999999999998,9,airplane
R_dbuBKRXlnjouSRD,Timing_1(9),2.8989999999999996,9,airplane
R_81i04UQTtFxOXlz,Timing_1(9),12.229000000000001,9,airplane
R_aflUaQ1v901DTZb,Timing_1(9),3.7319999999999998,9,airplane
R_8cU5NCG2ysTIeFf,Timing_1(9),5.281000000000001,9,airplane
R_9movxfJr3JHx4c5,Timing_1(9),9.673,9,airplane
R_6zZuvVsaXiYicmh,Timing_1(9),2.171,9,airplane
R_7Os34FuyUOKUtAV,Timing_1(9),8.259,9,airplane
R_6tIMcOQsORkQnuB,Timing_1(9),7.996,9,airplane
R_e9a4GNsvoZJ49mZ,Timing_1(9),7.391,9,airplane
R_cAPsFbVcU6FKEpT,Timing_1(9),14.554,9,airplane
R_cO0dBs5ofX0BOpT,Timing_1(9),1.4669999999999999,9,airplane
R_6Yb3oRlkWUQ0xkF,Timing_1(9),1.48,9,airplane
R_5A3PjLiZbWfA6Tb,Timing_1(9),2.877,9,airplane
R_0cuIBoqJYSnYnLT,Timing_1(9),2.461,9,airplane
R_9KSFfd62afsuieF,Timing_1(9),1.915,9,airplane
R_02GRIQd5MDRenPf,Timing_1(9),1.345,9,airplane
R_bjv98vU4STp6zQx,Timing_1(9),4.694,9,airplane
R_9KB1XzOy6rP7O1D,Timing_1(9),16.965,9,airplane
R_eX2Q9p9ZqgsYVLv,Timing_1(9),1.9040000000000001,9,airplane
R_eDMsuefXH4Nvbhz,Timing_1(9),,9,airplane
R_cGTSCS88UP99f0x,Timing_1(9),17.590999999999998,9,airplane
R_6ujqTETwTzRExX7,Timing_1(9),8.447000000000001,9,airplane
R_1NfgfYV1GvFsWiN,Timing_1(9),,9,airplane
R_0TiNGME0OVqJO3H,Timing_1(9),,9,airplane
R_0ih7r0MXsn7mCSV,Timing_1(9),1.465,9,airplane
R_aWcEn0nidpymQER,Timing_1(9),3.5210000000000004,9,airplane
R_9FZPEV6r7ezLOSN,Timing_1(9),6.917000000000001,9,airplane
R_6zhc96D1g2EpM2h,Timing_1(9),6.077000000000001,9,airplane
R_2a6HPCAFPrB4mIR,Timing_1(9),,9,airplane
R_8nQqGUmR9MT1CTP,Timing_1(10),5.085,10,socks
R_0NWkLPKVngfskaV,Timing_1(10),2.3480000000000003,10,socks
R_2tvsWbcRX5R84ap,Timing_1(10),12.782,10,socks
R_1TCKelAGYh94Ppr,Timing_1(10),,10,socks
R_5uoQgdmI1psnW97,Timing_1(10),3.948,10,socks
R_2aVo1rAUKgNJ8VL,Timing_1(10),,10,socks
R_03dyKKqahwimd1z,Timing_1(10),5.242000000000001,10,socks
R_4I5pqYdhVgOKFKd,Timing_1(10),2.84,10,socks
R_1EWCq1k7UFauhNj,Timing_1(10),1.536,10,socks
R_81xh6ldt0VxOPHL,Timing_1(10),2.5,10,socks
R_9KLkobZ9kYZSzYh,Timing_1(10),1.716,10,socks
R_4T9SzDwjzOtlmrX,Timing_1(10),4.012,10,socks
R_eFBfDt4acLjjVQh,Timing_1(10),4.324,10,socks
R_d6Dq6Kyn36MTAJ7,Timing_1(10),6.556,10,socks
R_3jv8dkv5pkIe4f3,Timing_1(10),4.7330000000000005,10,socks
R_9NNGTs03HOOrLhz,Timing_1(10),2.0540000000000003,10,socks
R_9QAIH8o5XKYkAFD,Timing_1(10),3.11,10,socks
R_8hQIw8oM3sZtlUV,Timing_1(10),5.345,10,socks
R_dbuBKRXlnjouSRD,Timing_1(10),2.187,10,socks
R_81i04UQTtFxOXlz,Timing_1(10),13.618,10,socks
R_aflUaQ1v901DTZb,Timing_1(10),18.191,10,socks
R_8cU5NCG2ysTIeFf,Timing_1(10),23.709,10,socks
R_9movxfJr3JHx4c5,Timing_1(10),9.262,10,socks
R_6zZuvVsaXiYicmh,Timing_1(10),1.673,10,socks
R_7Os34FuyUOKUtAV,Timing_1(10),1.003,10,socks
R_6tIMcOQsORkQnuB,Timing_1(10),8.713,10,socks
R_e9a4GNsvoZJ49mZ,Timing_1(10),5.707999999999999,10,socks
R_cAPsFbVcU6FKEpT,Timing_1(10),11.833,10,socks
R_cO0dBs5ofX0BOpT,Timing_1(10),1.265,10,socks
R_6Yb3oRlkWUQ0xkF,Timing_1(10),2.376,10,socks
R_5A3PjLiZbWfA6Tb,Timing_1(10),1.59,10,socks
R_0cuIBoqJYSnYnLT,Timing_1(10),3.117,10,socks
R_9KSFfd62afsuieF,Timing_1(10),1.984,10,socks
R_02GRIQd5MDRenPf,Timing_1(10),1.55,10,socks
R_bjv98vU4STp6zQx,Timing_1(10),2.698,10,socks
R_9KB1XzOy6rP7O1D,Timing_1(10),3.983,10,socks
R_eX2Q9p9ZqgsYVLv,Timing_1(10),2.925,10,socks
R_eDMsuefXH4Nvbhz,Timing_1(10),,10,socks
R_cGTSCS88UP99f0x,Timing_1(10),,10,socks
R_6ujqTETwTzRExX7,Timing_1(10),7.441,10,socks
R_1NfgfYV1GvFsWiN,Timing_1(10),,10,socks
R_0TiNGME0OVqJO3H,Timing_1(10),2.634,10,socks
R_0ih7r0MXsn7mCSV,Timing_1(10),,10,socks
R_aWcEn0nidpymQER,Timing_1(10),8.767000000000001,10,socks
R_9FZPEV6r7ezLOSN,Timing_1(10),2.5469999999999997,10,socks
R_6zhc96D1g2EpM2h,Timing_1(10),1.7630000000000001,10,socks
R_2a6HPCAFPrB4mIR,Timing_1(10),,10,socks
R_8nQqGUmR9MT1CTP,Timing_1(11),4.446000000000001,11,glove
R_0NWkLPKVngfskaV,Timing_1(11),1.696,11,glove
R_2tvsWbcRX5R84ap,Timing_1(11),9.102,11,glove
R_1TCKelAGYh94Ppr,Timing_1(11),,11,glove
R_5uoQgdmI1psnW97,Timing_1(11),,11,glove
R_2aVo1rAUKgNJ8VL,Timing_1(11),6.335,11,glove
R_03dyKKqahwimd1z,Timing_1(11),22.745,11,glove
R_4I5pqYdhVgOKFKd,Timing_1(11),0.037000000000000005,11,glove
R_1EWCq1k7UFauhNj,Timing_1(11),1.7369999999999999,11,glove
R_81xh6ldt0VxOPHL,Timing_1(11),2.8360000000000003,11,glove
R_9KLkobZ9kYZSzYh,Timing_1(11),5.407,11,glove
R_4T9SzDwjzOtlmrX,Timing_1(11),5.455,11,glove
R_eFBfDt4acLjjVQh,Timing_1(11),3.365,11,glove
R_d6Dq6Kyn36MTAJ7,Timing_1(11),9.073,11,glove
R_3jv8dkv5pkIe4f3,Timing_1(11),17.368,11,glove
R_9NNGTs03HOOrLhz,Timing_1(11),3.7289999999999996,11,glove
R_9QAIH8o5XKYkAFD,Timing_1(11),3.072,11,glove
R_8hQIw8oM3sZtlUV,Timing_1(11),6.034,11,glove
R_dbuBKRXlnjouSRD,Timing_1(11),1.742,11,glove
R_81i04UQTtFxOXlz,Timing_1(11),2.38,11,glove
R_aflUaQ1v901DTZb,Timing_1(11),6.244,11,glove
R_8cU5NCG2ysTIeFf,Timing_1(11),3.332,11,glove
R_9movxfJr3JHx4c5,Timing_1(11),15.267999999999999,11,glove
R_6zZuvVsaXiYicmh,Timing_1(11),2.312,11,glove
R_7Os34FuyUOKUtAV,Timing_1(11),2.322,11,glove
R_6tIMcOQsORkQnuB,Timing_1(11),11.789000000000001,11,glove
R_e9a4GNsvoZJ49mZ,Timing_1(11),8.615,11,glove
R_cAPsFbVcU6FKEpT,Timing_1(11),22.859,11,glove
R_cO0dBs5ofX0BOpT,Timing_1(11),3.6489999999999996,11,glove
R_6Yb3oRlkWUQ0xkF,Timing_1(11),3.615,11,glove
R_5A3PjLiZbWfA6Tb,Timing_1(11),1.879,11,glove
R_0cuIBoqJYSnYnLT,Timing_1(11),5.971,11,glove
R_9KSFfd62afsuieF,Timing_1(11),2.5069999999999997,11,glove
R_02GRIQd5MDRenPf,Timing_1(11),1.943,11,glove
R_bjv98vU4STp6zQx,Timing_1(11),2.7680000000000002,11,glove
R_9KB1XzOy6rP7O1D,Timing_1(11),6.686,11,glove
R_eX2Q9p9ZqgsYVLv,Timing_1(11),6.597,11,glove
R_eDMsuefXH4Nvbhz,Timing_1(11),,11,glove
R_cGTSCS88UP99f0x,Timing_1(11),5.9079999999999995,11,glove
R_6ujqTETwTzRExX7,Timing_1(11),23.545,11,glove
R_1NfgfYV1GvFsWiN,Timing_1(11),,11,glove
R_0TiNGME0OVqJO3H,Timing_1(11),20.394000000000002,11,glove
R_0ih7r0MXsn7mCSV,Timing_1(11),2.02,11,glove
R_aWcEn0nidpymQER,Timing_1(11),3.937,11,glove
R_9FZPEV6r7ezLOSN,Timing_1(11),2.931,11,glove
R_6zhc96D1g2EpM2h,Timing_1(11),4.034,11,glove
R_2a6HPCAFPrB4mIR,Timing_1(11),,11,glove
R_8nQqGUmR9MT1CTP,Timing_1(12),3.2260000000000004,12,cake
R_0NWkLPKVngfskaV,Timing_1(12),2.7489999999999997,12,cake
R_2tvsWbcRX5R84ap,Timing_1(12),4.16,12,cake
R_1TCKelAGYh94Ppr,Timing_1(12),,12,cake
R_5uoQgdmI1psnW97,Timing_1(12),,12,cake
R_2aVo1rAUKgNJ8VL,Timing_1(12),,12,cake
R_03dyKKqahwimd1z,Timing_1(12),14.4,12,cake
R_4I5pqYdhVgOKFKd,Timing_1(12),,12,cake
R_1EWCq1k7UFauhNj,Timing_1(12),1.469,12,cake
R_81xh6ldt0VxOPHL,Timing_1(12),4.756,12,cake
R_9KLkobZ9kYZSzYh,Timing_1(12),1.649,12,cake
R_4T9SzDwjzOtlmrX,Timing_1(12),4.121,12,cake
R_eFBfDt4acLjjVQh,Timing_1(12),13.116,12,cake
R_d6Dq6Kyn36MTAJ7,Timing_1(12),13.267999999999999,12,cake
R_3jv8dkv5pkIe4f3,Timing_1(12),4.6610000000000005,12,cake
R_9NNGTs03HOOrLhz,Timing_1(12),2.061,12,cake
R_9QAIH8o5XKYkAFD,Timing_1(12),3.8310000000000004,12,cake
R_8hQIw8oM3sZtlUV,Timing_1(12),2.133,12,cake
R_dbuBKRXlnjouSRD,Timing_1(12),1.726,12,cake
R_81i04UQTtFxOXlz,Timing_1(12),5.629,12,cake
R_aflUaQ1v901DTZb,Timing_1(12),2.336,12,cake
R_8cU5NCG2ysTIeFf,Timing_1(12),3.2439999999999998,12,cake
R_9movxfJr3JHx4c5,Timing_1(12),2.1919999999999997,12,cake
R_6zZuvVsaXiYicmh,Timing_1(12),2.221,12,cake
R_7Os34FuyUOKUtAV,Timing_1(12),1.7619999999999998,12,cake
R_6tIMcOQsORkQnuB,Timing_1(12),3.5239999999999996,12,cake
R_e9a4GNsvoZJ49mZ,Timing_1(12),3.157,12,cake
R_cAPsFbVcU6FKEpT,Timing_1(12),2.593,12,cake
R_cO0dBs5ofX0BOpT,Timing_1(12),3.0410000000000004,12,cake
R_6Yb3oRlkWUQ0xkF,Timing_1(12),4.093999999999999,12,cake
R_5A3PjLiZbWfA6Tb,Timing_1(12),2.197,12,cake
R_0cuIBoqJYSnYnLT,Timing_1(12),2.52,12,cake
R_9KSFfd62afsuieF,Timing_1(12),2.9739999999999998,12,cake
R_02GRIQd5MDRenPf,Timing_1(12),2.235,12,cake
R_bjv98vU4STp6zQx,Timing_1(12),3.193,12,cake
R_9KB1XzOy6rP7O1D,Timing_1(12),9.606,12,cake
R_eX2Q9p9ZqgsYVLv,Timing_1(12),1.8090000000000002,12,cake
R_eDMsuefXH4Nvbhz,Timing_1(12),,12,cake
R_cGTSCS88UP99f0x,Timing_1(12),,12,cake
R_6ujqTETwTzRExX7,Timing_1(12),4.6339999999999995,12,cake
R_1NfgfYV1GvFsWiN,Timing_1(12),,12,cake
R_0TiNGME0OVqJO3H,Timing_1(12),1.975,12,cake
R_0ih7r0MXsn7mCSV,Timing_1(12),,12,cake
R_aWcEn0nidpymQER,Timing_1(12),5.396,12,cake
R_9FZPEV6r7ezLOSN,Timing_1(12),4.272,12,cake
R_6zhc96D1g2EpM2h,Timing_1(12),6.25,12,cake
R_2a6HPCAFPrB4mIR,Timing_1(12),0.165,12,cake
R_8nQqGUmR9MT1CTP,Timing_1(13),6.957999999999999,13,hairbrush
R_0NWkLPKVngfskaV,Timing_1(13),2.6239999999999997,13,hairbrush
R_2tvsWbcRX5R84ap,Timing_1(13),4.305,13,hairbrush
R_1TCKelAGYh94Ppr,Timing_1(13),,13,hairbrush
R_5uoQgdmI1psnW97,Timing_1(13),,13,hairbrush
R_2aVo1rAUKgNJ8VL,Timing_1(13),9.603,13,hairbrush
R_03dyKKqahwimd1z,Timing_1(13),6.2170000000000005,13,hairbrush
R_4I5pqYdhVgOKFKd,Timing_1(13),,13,hairbrush
R_1EWCq1k7UFauhNj,Timing_1(13),1.75,13,hairbrush
R_81xh6ldt0VxOPHL,Timing_1(13),2.8560000000000003,13,hairbrush
R_9KLkobZ9kYZSzYh,Timing_1(13),1.4680000000000002,13,hairbrush
R_4T9SzDwjzOtlmrX,Timing_1(13),-56.799,13,hairbrush
R_eFBfDt4acLjjVQh,Timing_1(13),5.504,13,hairbrush
R_d6Dq6Kyn36MTAJ7,Timing_1(13),4.215,13,hairbrush
R_3jv8dkv5pkIe4f3,Timing_1(13),26.27,13,hairbrush
R_9NNGTs03HOOrLhz,Timing_1(13),2.239,13,hairbrush
R_9QAIH8o5XKYkAFD,Timing_1(13),3.031,13,hairbrush
R_8hQIw8oM3sZtlUV,Timing_1(13),3.853,13,hairbrush
R_dbuBKRXlnjouSRD,Timing_1(13),2.4019999999999997,13,hairbrush
R_81i04UQTtFxOXlz,Timing_1(13),7.074,13,hairbrush
R_aflUaQ1v901DTZb,Timing_1(13),3.54,13,hairbrush
R_8cU5NCG2ysTIeFf,Timing_1(13),1.913,13,hairbrush
R_9movxfJr3JHx4c5,Timing_1(13),3.958,13,hairbrush
R_6zZuvVsaXiYicmh,Timing_1(13),2.371,13,hairbrush
R_7Os34FuyUOKUtAV,Timing_1(13),1.598,13,hairbrush
R_6tIMcOQsORkQnuB,Timing_1(13),3.7319999999999998,13,hairbrush
R_e9a4GNsvoZJ49mZ,Timing_1(13),7.377000000000001,13,hairbrush
R_cAPsFbVcU6FKEpT,Timing_1(13),10.42,13,hairbrush
R_cO0dBs5ofX0BOpT,Timing_1(13),2.425,13,hairbrush
R_6Yb3oRlkWUQ0xkF,Timing_1(13),1.673,13,hairbrush
R_5A3PjLiZbWfA6Tb,Timing_1(13),2.309,13,hairbrush
R_0cuIBoqJYSnYnLT,Timing_1(13),8.013,13,hairbrush
R_9KSFfd62afsuieF,Timing_1(13),2.572,13,hairbrush
R_02GRIQd5MDRenPf,Timing_1(13),3.4989999999999997,13,hairbrush
R_bjv98vU4STp6zQx,Timing_1(13),3.372,13,hairbrush
R_9KB1XzOy6rP7O1D,Timing_1(13),11.747,13,hairbrush
R_eX2Q9p9ZqgsYVLv,Timing_1(13),3.361,13,hairbrush
R_eDMsuefXH4Nvbhz,Timing_1(13),,13,hairbrush
R_cGTSCS88UP99f0x,Timing_1(13),9.777000000000001,13,hairbrush
R_6ujqTETwTzRExX7,Timing_1(13),2.251,13,hairbrush
R_1NfgfYV1GvFsWiN,Timing_1(13),,13,hairbrush
R_0TiNGME0OVqJO3H,Timing_1(13),,13,hairbrush
R_0ih7r0MXsn7mCSV,Timing_1(13),6.157,13,hairbrush
R_aWcEn0nidpymQER,Timing_1(13),3.846,13,hairbrush
R_9FZPEV6r7ezLOSN,Timing_1(13),4.3919999999999995,13,hairbrush
R_6zhc96D1g2EpM2h,Timing_1(13),2.911,13,hairbrush
R_2a6HPCAFPrB4mIR,Timing_1(13),,13,hairbrush
R_8nQqGUmR9MT1CTP,Timing_1(14),1.761,14,bed
R_0NWkLPKVngfskaV,Timing_1(14),1.505,14,bed
R_2tvsWbcRX5R84ap,Timing_1(14),1.545,14,bed
R_1TCKelAGYh94Ppr,Timing_1(14),,14,bed
R_5uoQgdmI1psnW97,Timing_1(14),7.891,14,bed
R_2aVo1rAUKgNJ8VL,Timing_1(14),,14,bed
R_03dyKKqahwimd1z,Timing_1(14),3.378,14,bed
R_4I5pqYdhVgOKFKd,Timing_1(14),0.188,14,bed
R_1EWCq1k7UFauhNj,Timing_1(14),1.272,14,bed
R_81xh6ldt0VxOPHL,Timing_1(14),1.9909999999999999,14,bed
R_9KLkobZ9kYZSzYh,Timing_1(14),1.4509999999999998,14,bed
R_4T9SzDwjzOtlmrX,Timing_1(14),3.528,14,bed
R_eFBfDt4acLjjVQh,Timing_1(14),6.945,14,bed
R_d6Dq6Kyn36MTAJ7,Timing_1(14),4.255,14,bed
R_3jv8dkv5pkIe4f3,Timing_1(14),4.402,14,bed
R_9NNGTs03HOOrLhz,Timing_1(14),5.059,14,bed
R_9QAIH8o5XKYkAFD,Timing_1(14),3.0789999999999997,14,bed
R_8hQIw8oM3sZtlUV,Timing_1(14),0.196,14,bed
R_dbuBKRXlnjouSRD,Timing_1(14),1.9569999999999999,14,bed
R_81i04UQTtFxOXlz,Timing_1(14),1.591,14,bed
R_aflUaQ1v901DTZb,Timing_1(14),3.9739999999999998,14,bed
R_8cU5NCG2ysTIeFf,Timing_1(14),3.033,14,bed
R_9movxfJr3JHx4c5,Timing_1(14),6.121,14,bed
R_6zZuvVsaXiYicmh,Timing_1(14),1.676,14,bed
R_7Os34FuyUOKUtAV,Timing_1(14),1.649,14,bed
R_6tIMcOQsORkQnuB,Timing_1(14),9.927999999999999,14,bed
R_e9a4GNsvoZJ49mZ,Timing_1(14),2.154,14,bed
R_cAPsFbVcU6FKEpT,Timing_1(14),2.142,14,bed
R_cO0dBs5ofX0BOpT,Timing_1(14),2.302,14,bed
R_6Yb3oRlkWUQ0xkF,Timing_1(14),3.4339999999999997,14,bed
R_5A3PjLiZbWfA6Tb,Timing_1(14),1.795,14,bed
R_0cuIBoqJYSnYnLT,Timing_1(14),2.035,14,bed
R_9KSFfd62afsuieF,Timing_1(14),3.775,14,bed
R_02GRIQd5MDRenPf,Timing_1(14),1.59,14,bed
R_bjv98vU4STp6zQx,Timing_1(14),3.155,14,bed
R_9KB1XzOy6rP7O1D,Timing_1(14),7.2410000000000005,14,bed
R_eX2Q9p9ZqgsYVLv,Timing_1(14),2.986,14,bed
R_eDMsuefXH4Nvbhz,Timing_1(14),,14,bed
R_cGTSCS88UP99f0x,Timing_1(14),,14,bed
R_6ujqTETwTzRExX7,Timing_1(14),2.2030000000000003,14,bed
R_1NfgfYV1GvFsWiN,Timing_1(14),,14,bed
R_0TiNGME0OVqJO3H,Timing_1(14),2.653,14,bed
R_0ih7r0MXsn7mCSV,Timing_1(14),,14,bed
R_aWcEn0nidpymQER,Timing_1(14),6.651,14,bed
R_9FZPEV6r7ezLOSN,Timing_1(14),8.136000000000001,14,bed
R_6zhc96D1g2EpM2h,Timing_1(14),2.221,14,bed
R_2a6HPCAFPrB4mIR,Timing_1(14),,14,bed
R_8nQqGUmR9MT1CTP,Timing_1(15),4.875,15,boot
R_0NWkLPKVngfskaV,Timing_1(15),2.513,15,boot
R_2tvsWbcRX5R84ap,Timing_1(15),4.249,15,boot
R_1TCKelAGYh94Ppr,Timing_1(15),,15,boot
R_5uoQgdmI1psnW97,Timing_1(15),,15,boot
R_2aVo1rAUKgNJ8VL,Timing_1(15),,15,boot
R_03dyKKqahwimd1z,Timing_1(15),,15,boot
R_4I5pqYdhVgOKFKd,Timing_1(15),13.905999999999999,15,boot
R_1EWCq1k7UFauhNj,Timing_1(15),1.25,15,boot
R_81xh6ldt0VxOPHL,Timing_1(15),2.9589999999999996,15,boot
R_9KLkobZ9kYZSzYh,Timing_1(15),1.58,15,boot
R_4T9SzDwjzOtlmrX,Timing_1(15),7.824,15,boot
R_eFBfDt4acLjjVQh,Timing_1(15),6.902,15,boot
R_d6Dq6Kyn36MTAJ7,Timing_1(15),11.314,15,boot
R_3jv8dkv5pkIe4f3,Timing_1(15),2.065,15,boot
R_9NNGTs03HOOrLhz,Timing_1(15),4.832,15,boot
R_9QAIH8o5XKYkAFD,Timing_1(15),4.135,15,boot
R_8hQIw8oM3sZtlUV,Timing_1(15),3.8280000000000003,15,boot
R_dbuBKRXlnjouSRD,Timing_1(15),2.22,15,boot
R_81i04UQTtFxOXlz,Timing_1(15),4.169,15,boot
R_aflUaQ1v901DTZb,Timing_1(15),8.529,15,boot
R_8cU5NCG2ysTIeFf,Timing_1(15),2.991,15,boot
R_9movxfJr3JHx4c5,Timing_1(15),2.8989999999999996,15,boot
R_6zZuvVsaXiYicmh,Timing_1(15),4.905,15,boot
R_7Os34FuyUOKUtAV,Timing_1(15),1.765,15,boot
R_6tIMcOQsORkQnuB,Timing_1(15),6.072,15,boot
R_e9a4GNsvoZJ49mZ,Timing_1(15),4.958,15,boot
R_cAPsFbVcU6FKEpT,Timing_1(15),4.595,15,boot
R_cO0dBs5ofX0BOpT,Timing_1(15),1.787,15,boot
R_6Yb3oRlkWUQ0xkF,Timing_1(15),4.095,15,boot
R_5A3PjLiZbWfA6Tb,Timing_1(15),5.575,15,boot
R_0cuIBoqJYSnYnLT,Timing_1(15),1.98,15,boot
R_9KSFfd62afsuieF,Timing_1(15),3.013,15,boot
R_02GRIQd5MDRenPf,Timing_1(15),2.471,15,boot
R_bjv98vU4STp6zQx,Timing_1(15),3.0189999999999997,15,boot
R_9KB1XzOy6rP7O1D,Timing_1(15),11.062999999999999,15,boot
R_eX2Q9p9ZqgsYVLv,Timing_1(15),2.367,15,boot
R_eDMsuefXH4Nvbhz,Timing_1(15),,15,boot
R_cGTSCS88UP99f0x,Timing_1(15),16.456,15,boot
R_6ujqTETwTzRExX7,Timing_1(15),5.567,15,boot
R_1NfgfYV1GvFsWiN,Timing_1(15),,15,boot
R_0TiNGME0OVqJO3H,Timing_1(15),,15,boot
R_0ih7r0MXsn7mCSV,Timing_1(15),1.284,15,boot
R_aWcEn0nidpymQER,Timing_1(15),3.2430000000000003,15,boot
R_9FZPEV6r7ezLOSN,Timing_1(15),5.3420000000000005,15,boot
R_6zhc96D1g2EpM2h,Timing_1(15),2.525,15,boot
R_2a6HPCAFPrB4mIR,Timing_1(15),,15,boot
R_8nQqGUmR9MT1CTP,Timing_1(16),2.072,16,coffeemug
R_0NWkLPKVngfskaV,Timing_1(16),1.93,16,coffeemug
R_2tvsWbcRX5R84ap,Timing_1(16),4.555,16,coffeemug
R_1TCKelAGYh94Ppr,Timing_1(16),,16,coffeemug
R_5uoQgdmI1psnW97,Timing_1(16),6.547999999999999,16,coffeemug
R_2aVo1rAUKgNJ8VL,Timing_1(16),,16,coffeemug
R_03dyKKqahwimd1z,Timing_1(16),4.95,16,coffeemug
R_4I5pqYdhVgOKFKd,Timing_1(16),,16,coffeemug
R_1EWCq1k7UFauhNj,Timing_1(16),1.38,16,coffeemug
R_81xh6ldt0VxOPHL,Timing_1(16),3.424,16,coffeemug
R_9KLkobZ9kYZSzYh,Timing_1(16),1.746,16,coffeemug
R_4T9SzDwjzOtlmrX,Timing_1(16),8.384,16,coffeemug
R_eFBfDt4acLjjVQh,Timing_1(16),3.167,16,coffeemug
R_d6Dq6Kyn36MTAJ7,Timing_1(16),14.936,16,coffeemug
R_3jv8dkv5pkIe4f3,Timing_1(16),5.157,16,coffeemug
R_9NNGTs03HOOrLhz,Timing_1(16),2.3280000000000003,16,coffeemug
R_9QAIH8o5XKYkAFD,Timing_1(16),4.583,16,coffeemug
R_8hQIw8oM3sZtlUV,Timing_1(16),1.949,16,coffeemug
R_dbuBKRXlnjouSRD,Timing_1(16),2.061,16,coffeemug
R_81i04UQTtFxOXlz,Timing_1(16),8.007,16,coffeemug
R_aflUaQ1v901DTZb,Timing_1(16),10.199,16,coffeemug
R_8cU5NCG2ysTIeFf,Timing_1(16),3.406,16,coffeemug
R_9movxfJr3JHx4c5,Timing_1(16),6.747000000000001,16,coffeemug
R_6zZuvVsaXiYicmh,Timing_1(16),2.201,16,coffeemug
R_7Os34FuyUOKUtAV,Timing_1(16),9.265,16,coffeemug
R_6tIMcOQsORkQnuB,Timing_1(16),4.614,16,coffeemug
R_e9a4GNsvoZJ49mZ,Timing_1(16),12.445,16,coffeemug
R_cAPsFbVcU6FKEpT,Timing_1(16),13.545,16,coffeemug
R_cO0dBs5ofX0BOpT,Timing_1(16),3.273,16,coffeemug
R_6Yb3oRlkWUQ0xkF,Timing_1(16),8.384,16,coffeemug
R_5A3PjLiZbWfA6Tb,Timing_1(16),1.399,16,coffeemug
R_0cuIBoqJYSnYnLT,Timing_1(16),4.2219999999999995,16,coffeemug
R_9KSFfd62afsuieF,Timing_1(16),1.845,16,coffeemug
R_02GRIQd5MDRenPf,Timing_1(16),3.5380000000000003,16,coffeemug
R_bjv98vU4STp6zQx,Timing_1(16),3.0580000000000003,16,coffeemug
R_9KB1XzOy6rP7O1D,Timing_1(16),7.386,16,coffeemug
R_eX2Q9p9ZqgsYVLv,Timing_1(16),2.469,16,coffeemug
R_eDMsuefXH4Nvbhz,Timing_1(16),,16,coffeemug
R_cGTSCS88UP99f0x,Timing_1(16),48.573,16,coffeemug
R_6ujqTETwTzRExX7,Timing_1(16),1.99,16,coffeemug
R_1NfgfYV1GvFsWiN,Timing_1(16),,16,coffeemug
R_0TiNGME0OVqJO3H,Timing_1(16),,16,coffeemug
R_0ih7r0MXsn7mCSV,Timing_1(16),10.988,16,coffeemug
R_aWcEn0nidpymQER,Timing_1(16),2.634,16,coffeemug
R_9FZPEV6r7ezLOSN,Timing_1(16),6.393,16,coffeemug
R_6zhc96D1g2EpM2h,Timing_1(16),1.594,16,coffeemug
R_2a6HPCAFPrB4mIR,Timing_1(16),,16,coffeemug
R_8nQqGUmR9MT1CTP,Timing_1(17),6.4670000000000005,17,armchair
R_0NWkLPKVngfskaV,Timing_1(17),1.9609999999999999,17,armchair
R_2tvsWbcRX5R84ap,Timing_1(17),3.6260000000000003,17,armchair
R_1TCKelAGYh94Ppr,Timing_1(17),,17,armchair
R_5uoQgdmI1psnW97,Timing_1(17),22.043000000000003,17,armchair
R_2aVo1rAUKgNJ8VL,Timing_1(17),,17,armchair
R_03dyKKqahwimd1z,Timing_1(17),,17,armchair
R_4I5pqYdhVgOKFKd,Timing_1(17),29.767,17,armchair
R_1EWCq1k7UFauhNj,Timing_1(17),1.368,17,armchair
R_81xh6ldt0VxOPHL,Timing_1(17),2.887,17,armchair
R_9KLkobZ9kYZSzYh,Timing_1(17),3.165,17,armchair
R_4T9SzDwjzOtlmrX,Timing_1(17),10.165,17,armchair
R_eFBfDt4acLjjVQh,Timing_1(17),3.522,17,armchair
R_d6Dq6Kyn36MTAJ7,Timing_1(17),5.361000000000001,17,armchair
R_3jv8dkv5pkIe4f3,Timing_1(17),15.329,17,armchair
R_9NNGTs03HOOrLhz,Timing_1(17),12.745999999999999,17,armchair
R_9QAIH8o5XKYkAFD,Timing_1(17),1.482,17,armchair
R_8hQIw8oM3sZtlUV,Timing_1(17),6.202999999999999,17,armchair
R_dbuBKRXlnjouSRD,Timing_1(17),2.742,17,armchair
R_81i04UQTtFxOXlz,Timing_1(17),9.264,17,armchair
R_aflUaQ1v901DTZb,Timing_1(17),7.6979999999999995,17,armchair
R_8cU5NCG2ysTIeFf,Timing_1(17),2.802,17,armchair
R_9movxfJr3JHx4c5,Timing_1(17),6.167000000000001,17,armchair
