subj_id,qual_col,Confidence,row,Name
R_eX2Q9p9ZqgsYVLv,Confidence(2),,2,train
R_eDMsuefXH4Nvbhz,Confidence(2),,2,train
R_cGTSCS88UP99f0x,Confidence(2),,2,train
R_6ujqTETwTzRExX7,Confidence(2),6.0,2,train
R_1NfgfYV1GvFsWiN,Confidence(2),,2,train
R_0TiNGME0OVqJO3H,Confidence(2),,2,train
R_0ih7r0MXsn7mCSV,Confidence(2),7.0,2,train
R_aWcEn0nidpymQER,Confidence(2),3.0,2,train
R_9FZPEV6r7ezLOSN,Confidence(2),4.0,2,train
R_6zhc96D1g2EpM2h,Confidence(2),3.0,2,train
R_2a6HPCAFPrB4mIR,Confidence(2),,2,train
R_8nQqGUmR9MT1CTP,Confidence(3),,3,balloon
R_0NWkLPKVngfskaV,Confidence(3),5.0,3,balloon
R_2tvsWbcRX5R84ap,Confidence(3),5.0,3,balloon
R_1TCKelAGYh94Ppr,Confidence(3),,3,balloon
R_5uoQgdmI1psnW97,Confidence(3),,3,balloon
R_2aVo1rAUKgNJ8VL,Confidence(3),8.0,3,balloon
R_03dyKKqahwimd1z,Confidence(3),7.0,3,balloon
R_4I5pqYdhVgOKFKd,Confidence(3),3.0,3,balloon
R_1EWCq1k7UFauhNj,Confidence(3),,3,balloon
R_81xh6ldt0VxOPHL,Confidence(3),,3,balloon
R_9KLkobZ9kYZSzYh,Confidence(3),,3,balloon
R_4T9SzDwjzOtlmrX,Confidence(3),3.0,3,balloon
R_eFBfDt4acLjjVQh,Confidence(3),,3,balloon
R_d6Dq6Kyn36MTAJ7,Confidence(3),,3,balloon
R_3jv8dkv5pkIe4f3,Confidence(3),3.0,3,balloon
R_9NNGTs03HOOrLhz,Confidence(3),5.0,3,balloon
R_9QAIH8o5XKYkAFD,Confidence(3),3.0,3,balloon
R_8hQIw8oM3sZtlUV,Confidence(3),,3,balloon
R_dbuBKRXlnjouSRD,Confidence(3),5.0,3,balloon
R_81i04UQTtFxOXlz,Confidence(3),,3,balloon
R_aflUaQ1v901DTZb,Confidence(3),7.0,3,balloon
R_8cU5NCG2ysTIeFf,Confidence(3),6.0,3,balloon
R_9movxfJr3JHx4c5,Confidence(3),6.0,3,balloon
R_6zZuvVsaXiYicmh,Confidence(3),,3,balloon
R_7Os34FuyUOKUtAV,Confidence(3),4.0,3,balloon
R_6tIMcOQsORkQnuB,Confidence(3),,3,balloon
R_e9a4GNsvoZJ49mZ,Confidence(3),3.0,3,balloon
R_cAPsFbVcU6FKEpT,Confidence(3),3.0,3,balloon
R_cO0dBs5ofX0BOpT,Confidence(3),2.0,3,balloon
R_6Yb3oRlkWUQ0xkF,Confidence(3),4.0,3,balloon
R_5A3PjLiZbWfA6Tb,Confidence(3),,3,balloon
R_0cuIBoqJYSnYnLT,Confidence(3),6.0,3,balloon
R_9KSFfd62afsuieF,Confidence(3),2.0,3,balloon
R_02GRIQd5MDRenPf,Confidence(3),2.0,3,balloon
R_bjv98vU4STp6zQx,Confidence(3),,3,balloon
R_9KB1XzOy6rP7O1D,Confidence(3),3.0,3,balloon
R_eX2Q9p9ZqgsYVLv,Confidence(3),,3,balloon
R_eDMsuefXH4Nvbhz,Confidence(3),,3,balloon
R_cGTSCS88UP99f0x,Confidence(3),,3,balloon
R_6ujqTETwTzRExX7,Confidence(3),3.0,3,balloon
R_1NfgfYV1GvFsWiN,Confidence(3),,3,balloon
R_0TiNGME0OVqJO3H,Confidence(3),,3,balloon
R_0ih7r0MXsn7mCSV,Confidence(3),,3,balloon
R_aWcEn0nidpymQER,Confidence(3),2.0,3,balloon
R_9FZPEV6r7ezLOSN,Confidence(3),,3,balloon
R_6zhc96D1g2EpM2h,Confidence(3),5.0,3,balloon
R_2a6HPCAFPrB4mIR,Confidence(3),2.0,3,balloon
R_8nQqGUmR9MT1CTP,Confidence(4),,4,backpack
R_0NWkLPKVngfskaV,Confidence(4),8.0,4,backpack
R_2tvsWbcRX5R84ap,Confidence(4),5.0,4,backpack
R_1TCKelAGYh94Ppr,Confidence(4),,4,backpack
R_5uoQgdmI1psnW97,Confidence(4),,4,backpack
R_2aVo1rAUKgNJ8VL,Confidence(4),7.0,4,backpack
R_03dyKKqahwimd1z,Confidence(4),6.0,4,backpack
R_4I5pqYdhVgOKFKd,Confidence(4),,4,backpack
R_1EWCq1k7UFauhNj,Confidence(4),,4,backpack
R_81xh6ldt0VxOPHL,Confidence(4),7.0,4,backpack
R_9KLkobZ9kYZSzYh,Confidence(4),3.0,4,backpack
R_4T9SzDwjzOtlmrX,Confidence(4),,4,backpack
R_eFBfDt4acLjjVQh,Confidence(4),7.0,4,backpack
R_d6Dq6Kyn36MTAJ7,Confidence(4),,4,backpack
R_3jv8dkv5pkIe4f3,Confidence(4),3.0,4,backpack
R_9NNGTs03HOOrLhz,Confidence(4),4.0,4,backpack
R_9QAIH8o5XKYkAFD,Confidence(4),2.0,4,backpack
R_8hQIw8oM3sZtlUV,Confidence(4),,4,backpack
R_dbuBKRXlnjouSRD,Confidence(4),5.0,4,backpack
R_81i04UQTtFxOXlz,Confidence(4),,4,backpack
R_aflUaQ1v901DTZb,Confidence(4),4.0,4,backpack
R_8cU5NCG2ysTIeFf,Confidence(4),6.0,4,backpack
R_9movxfJr3JHx4c5,Confidence(4),,4,backpack
R_6zZuvVsaXiYicmh,Confidence(4),8.0,4,backpack
R_7Os34FuyUOKUtAV,Confidence(4),,4,backpack
R_6tIMcOQsORkQnuB,Confidence(4),,4,backpack
R_e9a4GNsvoZJ49mZ,Confidence(4),3.0,4,backpack
R_cAPsFbVcU6FKEpT,Confidence(4),4.0,4,backpack
R_cO0dBs5ofX0BOpT,Confidence(4),,4,backpack
R_6Yb3oRlkWUQ0xkF,Confidence(4),5.0,4,backpack
R_5A3PjLiZbWfA6Tb,Confidence(4),,4,backpack
R_0cuIBoqJYSnYnLT,Confidence(4),,4,backpack
R_9KSFfd62afsuieF,Confidence(4),3.0,4,backpack
R_02GRIQd5MDRenPf,Confidence(4),,4,backpack
R_bjv98vU4STp6zQx,Confidence(4),,4,backpack
R_9KB1XzOy6rP7O1D,Confidence(4),,4,backpack
R_eX2Q9p9ZqgsYVLv,Confidence(4),7.0,4,backpack
R_eDMsuefXH4Nvbhz,Confidence(4),,4,backpack
R_cGTSCS88UP99f0x,Confidence(4),,4,backpack
R_6ujqTETwTzRExX7,Confidence(4),4.0,4,backpack
R_1NfgfYV1GvFsWiN,Confidence(4),,4,backpack
R_0TiNGME0OVqJO3H,Confidence(4),,4,backpack
R_0ih7r0MXsn7mCSV,Confidence(4),,4,backpack
R_aWcEn0nidpymQER,Confidence(4),3.0,4,backpack
R_9FZPEV6r7ezLOSN,Confidence(4),,4,backpack
R_6zhc96D1g2EpM2h,Confidence(4),3.0,4,backpack
R_2a6HPCAFPrB4mIR,Confidence(4),,4,backpack
R_8nQqGUmR9MT1CTP,Confidence(5),3.0,5,headphones
R_0NWkLPKVngfskaV,Confidence(5),2.0,5,headphones
R_2tvsWbcRX5R84ap,Confidence(5),5.0,5,headphones
R_1TCKelAGYh94Ppr,Confidence(5),,5,headphones
R_5uoQgdmI1psnW97,Confidence(5),7.0,5,headphones
R_2aVo1rAUKgNJ8VL,Confidence(5),7.0,5,headphones
R_03dyKKqahwimd1z,Confidence(5),7.0,5,headphones
R_4I5pqYdhVgOKFKd,Confidence(5),,5,headphones
R_1EWCq1k7UFauhNj,Confidence(5),,5,headphones
R_81xh6ldt0VxOPHL,Confidence(5),,5,headphones
R_9KLkobZ9kYZSzYh,Confidence(5),6.0,5,headphones
R_4T9SzDwjzOtlmrX,Confidence(5),3.0,5,headphones
R_eFBfDt4acLjjVQh,Confidence(5),,5,headphones
R_d6Dq6Kyn36MTAJ7,Confidence(5),4.0,5,headphones
R_3jv8dkv5pkIe4f3,Confidence(5),4.0,5,headphones
R_9NNGTs03HOOrLhz,Confidence(5),5.0,5,headphones
R_9QAIH8o5XKYkAFD,Confidence(5),,5,headphones
R_8hQIw8oM3sZtlUV,Confidence(5),2.0,5,headphones
R_dbuBKRXlnjouSRD,Confidence(5),5.0,5,headphones
R_81i04UQTtFxOXlz,Confidence(5),,5,headphones
R_aflUaQ1v901DTZb,Confidence(5),4.0,5,headphones
R_8cU5NCG2ysTIeFf,Confidence(5),7.0,5,headphones
R_9movxfJr3JHx4c5,Confidence(5),,5,headphones
R_6zZuvVsaXiYicmh,Confidence(5),8.0,5,headphones
R_7Os34FuyUOKUtAV,Confidence(5),2.0,5,headphones
R_6tIMcOQsORkQnuB,Confidence(5),,5,headphones
R_e9a4GNsvoZJ49mZ,Confidence(5),,5,headphones
R_cAPsFbVcU6FKEpT,Confidence(5),7.0,5,headphones
R_cO0dBs5ofX0BOpT,Confidence(5),3.0,5,headphones
R_6Yb3oRlkWUQ0xkF,Confidence(5),6.0,5,headphones
R_5A3PjLiZbWfA6Tb,Confidence(5),6.0,5,headphones
R_0cuIBoqJYSnYnLT,Confidence(5),,5,headphones
R_9KSFfd62afsuieF,Confidence(5),,5,headphones
R_02GRIQd5MDRenPf,Confidence(5),3.0,5,headphones
R_bjv98vU4STp6zQx,Confidence(5),,5,headphones
R_9KB1XzOy6rP7O1D,Confidence(5),6.0,5,headphones
R_eX2Q9p9ZqgsYVLv,Confidence(5),8.0,5,headphones
R_eDMsuefXH4Nvbhz,Confidence(5),,5,headphones
R_cGTSCS88UP99f0x,Confidence(5),,5,headphones
R_6ujqTETwTzRExX7,Confidence(5),4.0,5,headphones
R_1NfgfYV1GvFsWiN,Confidence(5),,5,headphones
R_0TiNGME0OVqJO3H,Confidence(5),4.0,5,headphones
R_0ih7r0MXsn7mCSV,Confidence(5),,5,headphones
R_aWcEn0nidpymQER,Confidence(5),2.0,5,headphones
R_9FZPEV6r7ezLOSN,Confidence(5),5.0,5,headphones
R_6zhc96D1g2EpM2h,Confidence(5),6.0,5,headphones
R_2a6HPCAFPrB4mIR,Confidence(5),,5,headphones
R_8nQqGUmR9MT1CTP,Confidence(6),,6,stroller
R_0NWkLPKVngfskaV,Confidence(6),,6,stroller
R_2tvsWbcRX5R84ap,Confidence(6),,6,stroller
R_1TCKelAGYh94Ppr,Confidence(6),,6,stroller
R_5uoQgdmI1psnW97,Confidence(6),6.0,6,stroller
R_2aVo1rAUKgNJ8VL,Confidence(6),,6,stroller
R_03dyKKqahwimd1z,Confidence(6),,6,stroller
R_4I5pqYdhVgOKFKd,Confidence(6),3.0,6,stroller
R_1EWCq1k7UFauhNj,Confidence(6),,6,stroller
R_81xh6ldt0VxOPHL,Confidence(6),,6,stroller
R_9KLkobZ9kYZSzYh,Confidence(6),,6,stroller
R_4T9SzDwjzOtlmrX,Confidence(6),2.0,6,stroller
R_eFBfDt4acLjjVQh,Confidence(6),,6,stroller
R_d6Dq6Kyn36MTAJ7,Confidence(6),,6,stroller
R_3jv8dkv5pkIe4f3,Confidence(6),3.0,6,stroller
R_9NNGTs03HOOrLhz,Confidence(6),4.0,6,stroller
R_9QAIH8o5XKYkAFD,Confidence(6),,6,stroller
R_8hQIw8oM3sZtlUV,Confidence(6),,6,stroller
R_dbuBKRXlnjouSRD,Confidence(6),5.0,6,stroller
R_81i04UQTtFxOXlz,Confidence(6),,6,stroller
R_aflUaQ1v901DTZb,Confidence(6),,6,stroller
R_8cU5NCG2ysTIeFf,Confidence(6),,6,stroller
R_9movxfJr3JHx4c5,Confidence(6),,6,stroller
R_6zZuvVsaXiYicmh,Confidence(6),,6,stroller
R_7Os34FuyUOKUtAV,Confidence(6),,6,stroller
R_6tIMcOQsORkQnuB,Confidence(6),,6,stroller
R_e9a4GNsvoZJ49mZ,Confidence(6),2.0,6,stroller
R_cAPsFbVcU6FKEpT,Confidence(6),,6,stroller
R_cO0dBs5ofX0BOpT,Confidence(6),3.0,6,stroller
R_6Yb3oRlkWUQ0xkF,Confidence(6),5.0,6,stroller
R_5A3PjLiZbWfA6Tb,Confidence(6),,6,stroller
R_0cuIBoqJYSnYnLT,Confidence(6),,6,stroller
R_9KSFfd62afsuieF,Confidence(6),2.0,6,stroller
R_02GRIQd5MDRenPf,Confidence(6),2.0,6,stroller
R_bjv98vU4STp6zQx,Confidence(6),,6,stroller
R_9KB1XzOy6rP7O1D,Confidence(6),,6,stroller
R_eX2Q9p9ZqgsYVLv,Confidence(6),,6,stroller
R_eDMsuefXH4Nvbhz,Confidence(6),,6,stroller
R_cGTSCS88UP99f0x,Confidence(6),2.0,6,stroller
R_6ujqTETwTzRExX7,Confidence(6),,6,stroller
R_1NfgfYV1GvFsWiN,Confidence(6),,6,stroller
R_0TiNGME0OVqJO3H,Confidence(6),,6,stroller
R_0ih7r0MXsn7mCSV,Confidence(6),,6,stroller
R_aWcEn0nidpymQER,Confidence(6),2.0,6,stroller
R_9FZPEV6r7ezLOSN,Confidence(6),,6,stroller
R_6zhc96D1g2EpM2h,Confidence(6),3.0,6,stroller
R_2a6HPCAFPrB4mIR,Confidence(6),,6,stroller
R_8nQqGUmR9MT1CTP,Confidence(7),6.0,7,hammer
R_0NWkLPKVngfskaV,Confidence(7),8.0,7,hammer
R_2tvsWbcRX5R84ap,Confidence(7),5.0,7,hammer
R_1TCKelAGYh94Ppr,Confidence(7),,7,hammer
R_5uoQgdmI1psnW97,Confidence(7),5.0,7,hammer
R_2aVo1rAUKgNJ8VL,Confidence(7),,7,hammer
R_03dyKKqahwimd1z,Confidence(7),6.0,7,hammer
R_4I5pqYdhVgOKFKd,Confidence(7),,7,hammer
R_1EWCq1k7UFauhNj,Confidence(7),,7,hammer
R_81xh6ldt0VxOPHL,Confidence(7),8.0,7,hammer
R_9KLkobZ9kYZSzYh,Confidence(7),5.0,7,hammer
R_4T9SzDwjzOtlmrX,Confidence(7),6.0,7,hammer
R_eFBfDt4acLjjVQh,Confidence(7),8.0,7,hammer
R_d6Dq6Kyn36MTAJ7,Confidence(7),4.0,7,hammer
R_3jv8dkv5pkIe4f3,Confidence(7),5.0,7,hammer
R_9NNGTs03HOOrLhz,Confidence(7),7.0,7,hammer
R_9QAIH8o5XKYkAFD,Confidence(7),6.0,7,hammer
R_8hQIw8oM3sZtlUV,Confidence(7),7.0,7,hammer
R_dbuBKRXlnjouSRD,Confidence(7),5.0,7,hammer
R_81i04UQTtFxOXlz,Confidence(7),8.0,7,hammer
R_aflUaQ1v901DTZb,Confidence(7),8.0,7,hammer
R_8cU5NCG2ysTIeFf,Confidence(7),,7,hammer
R_9movxfJr3JHx4c5,Confidence(7),4.0,7,hammer
R_6zZuvVsaXiYicmh,Confidence(7),8.0,7,hammer
R_7Os34FuyUOKUtAV,Confidence(7),2.0,7,hammer
R_6tIMcOQsORkQnuB,Confidence(7),,7,hammer
R_e9a4GNsvoZJ49mZ,Confidence(7),5.0,7,hammer
R_cAPsFbVcU6FKEpT,Confidence(7),3.0,7,hammer
R_cO0dBs5ofX0BOpT,Confidence(7),3.0,7,hammer
R_6Yb3oRlkWUQ0xkF,Confidence(7),8.0,7,hammer
R_5A3PjLiZbWfA6Tb,Confidence(7),,7,hammer
R_0cuIBoqJYSnYnLT,Confidence(7),,7,hammer
R_9KSFfd62afsuieF,Confidence(7),3.0,7,hammer
R_02GRIQd5MDRenPf,Confidence(7),2.0,7,hammer
R_bjv98vU4STp6zQx,Confidence(7),5.0,7,hammer
R_9KB1XzOy6rP7O1D,Confidence(7),,7,hammer
R_eX2Q9p9ZqgsYVLv,Confidence(7),6.0,7,hammer
R_eDMsuefXH4Nvbhz,Confidence(7),,7,hammer
R_cGTSCS88UP99f0x,Confidence(7),8.0,7,hammer
R_6ujqTETwTzRExX7,Confidence(7),3.0,7,hammer
R_1NfgfYV1GvFsWiN,Confidence(7),,7,hammer
R_0TiNGME0OVqJO3H,Confidence(7),4.0,7,hammer
R_0ih7r0MXsn7mCSV,Confidence(7),8.0,7,hammer
R_aWcEn0nidpymQER,Confidence(7),8.0,7,hammer
R_9FZPEV6r7ezLOSN,Confidence(7),,7,hammer
R_6zhc96D1g2EpM2h,Confidence(7),7.0,7,hammer
R_2a6HPCAFPrB4mIR,Confidence(7),8.0,7,hammer
R_8nQqGUmR9MT1CTP,Confidence(8),7.0,8,camera
R_0NWkLPKVngfskaV,Confidence(8),7.0,8,camera
R_2tvsWbcRX5R84ap,Confidence(8),6.0,8,camera
R_1TCKelAGYh94Ppr,Confidence(8),,8,camera
R_5uoQgdmI1psnW97,Confidence(8),,8,camera
R_2aVo1rAUKgNJ8VL,Confidence(8),,8,camera
R_03dyKKqahwimd1z,Confidence(8),,8,camera
R_4I5pqYdhVgOKFKd,Confidence(8),8.0,8,camera
R_1EWCq1k7UFauhNj,Confidence(8),,8,camera
R_81xh6ldt0VxOPHL,Confidence(8),8.0,8,camera
R_9KLkobZ9kYZSzYh,Confidence(8),8.0,8,camera
R_4T9SzDwjzOtlmrX,Confidence(8),7.0,8,camera
R_eFBfDt4acLjjVQh,Confidence(8),8.0,8,camera
R_d6Dq6Kyn36MTAJ7,Confidence(8),5.0,8,camera
R_3jv8dkv5pkIe4f3,Confidence(8),4.0,8,camera
R_9NNGTs03HOOrLhz,Confidence(8),6.0,8,camera
R_9QAIH8o5XKYkAFD,Confidence(8),6.0,8,camera
R_8hQIw8oM3sZtlUV,Confidence(8),,8,camera
R_dbuBKRXlnjouSRD,Confidence(8),5.0,8,camera
R_81i04UQTtFxOXlz,Confidence(8),8.0,8,camera
R_aflUaQ1v901DTZb,Confidence(8),7.0,8,camera
R_8cU5NCG2ysTIeFf,Confidence(8),6.0,8,camera
R_9movxfJr3JHx4c5,Confidence(8),5.0,8,camera
R_6zZuvVsaXiYicmh,Confidence(8),8.0,8,camera
R_7Os34FuyUOKUtAV,Confidence(8),4.0,8,camera
R_6tIMcOQsORkQnuB,Confidence(8),7.0,8,camera
R_e9a4GNsvoZJ49mZ,Confidence(8),5.0,8,camera
R_cAPsFbVcU6FKEpT,Confidence(8),6.0,8,camera
R_cO0dBs5ofX0BOpT,Confidence(8),,8,camera
R_6Yb3oRlkWUQ0xkF,Confidence(8),5.0,8,camera
R_5A3PjLiZbWfA6Tb,Confidence(8),6.0,8,camera
R_0cuIBoqJYSnYnLT,Confidence(8),,8,camera
R_9KSFfd62afsuieF,Confidence(8),7.0,8,camera
R_02GRIQd5MDRenPf,Confidence(8),6.0,8,camera
R_bjv98vU4STp6zQx,Confidence(8),6.0,8,camera
R_9KB1XzOy6rP7O1D,Confidence(8),7.0,8,camera
R_eX2Q9p9ZqgsYVLv,Confidence(8),8.0,8,camera
R_eDMsuefXH4Nvbhz,Confidence(8),,8,camera
R_cGTSCS88UP99f0x,Confidence(8),8.0,8,camera
R_6ujqTETwTzRExX7,Confidence(8),7.0,8,camera
R_1NfgfYV1GvFsWiN,Confidence(8),,8,camera
R_0TiNGME0OVqJO3H,Confidence(8),3.0,8,camera
R_0ih7r0MXsn7mCSV,Confidence(8),5.0,8,camera
R_aWcEn0nidpymQER,Confidence(8),7.0,8,camera
R_9FZPEV6r7ezLOSN,Confidence(8),,8,camera
R_6zhc96D1g2EpM2h,Confidence(8),8.0,8,camera
R_2a6HPCAFPrB4mIR,Confidence(8),,8,camera
R_8nQqGUmR9MT1CTP,Confidence(9),,9,airplane
R_0NWkLPKVngfskaV,Confidence(9),,9,airplane
R_2tvsWbcRX5R84ap,Confidence(9),,9,airplane
R_1TCKelAGYh94Ppr,Confidence(9),,9,airplane
R_5uoQgdmI1psnW97,Confidence(9),5.0,9,airplane
R_2aVo1rAUKgNJ8VL,Confidence(9),6.0,9,airplane
R_03dyKKqahwimd1z,Confidence(9),6.0,9,airplane
R_4I5pqYdhVgOKFKd,Confidence(9),,9,airplane
R_1EWCq1k7UFauhNj,Confidence(9),,9,airplane
R_81xh6ldt0VxOPHL,Confidence(9),,9,airplane
R_9KLkobZ9kYZSzYh,Confidence(9),,9,airplane
R_4T9SzDwjzOtlmrX,Confidence(9),3.0,9,airplane
R_eFBfDt4acLjjVQh,Confidence(9),,9,airplane
R_d6Dq6Kyn36MTAJ7,Confidence(9),,9,airplane
R_3jv8dkv5pkIe4f3,Confidence(9),3.0,9,airplane
R_9NNGTs03HOOrLhz,Confidence(9),5.0,9,airplane
R_9QAIH8o5XKYkAFD,Confidence(9),,9,airplane
R_8hQIw8oM3sZtlUV,Confidence(9),,9,airplane
R_dbuBKRXlnjouSRD,Confidence(9),5.0,9,airplane
R_81i04UQTtFxOXlz,Confidence(9),,9,airplane
R_aflUaQ1v901DTZb,Confidence(9),,9,airplane
R_8cU5NCG2ysTIeFf,Confidence(9),,9,airplane
R_9movxfJr3JHx4c5,Confidence(9),,9,airplane
R_6zZuvVsaXiYicmh,Confidence(9),,9,airplane
R_7Os34FuyUOKUtAV,Confidence(9),,9,airplane
R_6tIMcOQsORkQnuB,Confidence(9),,9,airplane
R_e9a4GNsvoZJ49mZ,Confidence(9),3.0,9,airplane
R_cAPsFbVcU6FKEpT,Confidence(9),3.0,9,airplane
R_cO0dBs5ofX0BOpT,Confidence(9),5.0,9,airplane
R_6Yb3oRlkWUQ0xkF,Confidence(9),2.0,9,airplane
R_5A3PjLiZbWfA6Tb,Confidence(9),,9,airplane
R_0cuIBoqJYSnYnLT,Confidence(9),2.0,9,airplane
R_9KSFfd62afsuieF,Confidence(9),2.0,9,airplane
R_02GRIQd5MDRenPf,Confidence(9),2.0,9,airplane
R_bjv98vU4STp6zQx,Confidence(9),,9,airplane
R_9KB1XzOy6rP7O1D,Confidence(9),2.0,9,airplane
R_eX2Q9p9ZqgsYVLv,Confidence(9),,9,airplane
R_eDMsuefXH4Nvbhz,Confidence(9),,9,airplane
R_cGTSCS88UP99f0x,Confidence(9),5.0,9,airplane
R_6ujqTETwTzRExX7,Confidence(9),,9,airplane
R_1NfgfYV1GvFsWiN,Confidence(9),,9,airplane
R_0TiNGME0OVqJO3H,Confidence(9),,9,airplane
R_0ih7r0MXsn7mCSV,Confidence(9),,9,airplane
R_aWcEn0nidpymQER,Confidence(9),2.0,9,airplane
R_9FZPEV6r7ezLOSN,Confidence(9),,9,airplane
R_6zhc96D1g2EpM2h,Confidence(9),6.0,9,airplane
R_2a6HPCAFPrB4mIR,Confidence(9),,9,airplane
R_8nQqGUmR9MT1CTP,Confidence(10),5.0,10,socks
R_0NWkLPKVngfskaV,Confidence(10),3.0,10,socks
R_2tvsWbcRX5R84ap,Confidence(10),,10,socks
R_1TCKelAGYh94Ppr,Confidence(10),,10,socks
R_5uoQgdmI1psnW97,Confidence(10),6.0,10,socks
R_2aVo1rAUKgNJ8VL,Confidence(10),,10,socks
R_03dyKKqahwimd1z,Confidence(10),7.0,10,socks
R_4I5pqYdhVgOKFKd,Confidence(10),7.0,10,socks
R_1EWCq1k7UFauhNj,Confidence(10),,10,socks
R_81xh6ldt0VxOPHL,Confidence(10),,10,socks
R_9KLkobZ9kYZSzYh,Confidence(10),8.0,10,socks
R_4T9SzDwjzOtlmrX,Confidence(10),4.0,10,socks
R_eFBfDt4acLjjVQh,Confidence(10),,10,socks
R_d6Dq6Kyn36MTAJ7,Confidence(10),,10,socks
R_3jv8dkv5pkIe4f3,Confidence(10),4.0,10,socks
R_9NNGTs03HOOrLhz,Confidence(10),6.0,10,socks
R_9QAIH8o5XKYkAFD,Confidence(10),4.0,10,socks
R_8hQIw8oM3sZtlUV,Confidence(10),,10,socks
R_dbuBKRXlnjouSRD,Confidence(10),5.0,10,socks
R_81i04UQTtFxOXlz,Confidence(10),6.0,10,socks
R_aflUaQ1v901DTZb,Confidence(10),5.0,10,socks
R_8cU5NCG2ysTIeFf,Confidence(10),6.0,10,socks
R_9movxfJr3JHx4c5,Confidence(10),,10,socks
R_6zZuvVsaXiYicmh,Confidence(10),6.0,10,socks
R_7Os34FuyUOKUtAV,Confidence(10),2.0,10,socks
R_6tIMcOQsORkQnuB,Confidence(10),,10,socks
R_e9a4GNsvoZJ49mZ,Confidence(10),4.0,10,socks
R_cAPsFbVcU6FKEpT,Confidence(10),2.0,10,socks
R_cO0dBs5ofX0BOpT,Confidence(10),,10,socks
R_6Yb3oRlkWUQ0xkF,Confidence(10),,10,socks
R_5A3PjLiZbWfA6Tb,Confidence(10),,10,socks
R_0cuIBoqJYSnYnLT,Confidence(10),3.0,10,socks
R_9KSFfd62afsuieF,Confidence(10),3.0,10,socks
R_02GRIQd5MDRenPf,Confidence(10),2.0,10,socks
R_bjv98vU4STp6zQx,Confidence(10),,10,socks
R_9KB1XzOy6rP7O1D,Confidence(10),6.0,10,socks
R_eX2Q9p9ZqgsYVLv,Confidence(10),,10,socks
R_eDMsuefXH4Nvbhz,Confidence(10),,10,socks
R_cGTSCS88UP99f0x,Confidence(10),,10,socks
R_6ujqTETwTzRExX7,Confidence(10),3.0,10,socks
R_1NfgfYV1GvFsWiN,Confidence(10),,10,socks
R_0TiNGME0OVqJO3H,Confidence(10),6.0,10,socks
R_0ih7r0MXsn7mCSV,Confidence(10),,10,socks
R_aWcEn0nidpymQER,Confidence(10),4.0,10,socks
R_9FZPEV6r7ezLOSN,Confidence(10),4.0,10,socks
R_6zhc96D1g2EpM2h,Confidence(10),4.0,10,socks
R_2a6HPCAFPrB4mIR,Confidence(10),,10,socks
R_8nQqGUmR9MT1CTP,Confidence(11),,11,glove
R_0NWkLPKVngfskaV,Confidence(11),2.0,11,glove
R_2tvsWbcRX5R84ap,Confidence(11),,11,glove
R_1TCKelAGYh94Ppr,Confidence(11),,11,glove
R_5uoQgdmI1psnW97,Confidence(11),,11,glove
R_2aVo1rAUKgNJ8VL,Confidence(11),7.0,11,glove
R_03dyKKqahwimd1z,Confidence(11),3.0,11,glove
R_4I5pqYdhVgOKFKd,Confidence(11),,11,glove
R_1EWCq1k7UFauhNj,Confidence(11),,11,glove
R_81xh6ldt0VxOPHL,Confidence(11),,11,glove
R_9KLkobZ9kYZSzYh,Confidence(11),,11,glove
R_4T9SzDwjzOtlmrX,Confidence(11),,11,glove
R_eFBfDt4acLjjVQh,Confidence(11),3.0,11,glove
R_d6Dq6Kyn36MTAJ7,Confidence(11),,11,glove
R_3jv8dkv5pkIe4f3,Confidence(11),,11,glove
R_9NNGTs03HOOrLhz,Confidence(11),,11,glove
R_9QAIH8o5XKYkAFD,Confidence(11),,11,glove
R_8hQIw8oM3sZtlUV,Confidence(11),,11,glove
R_dbuBKRXlnjouSRD,Confidence(11),5.0,11,glove
R_81i04UQTtFxOXlz,Confidence(11),,11,glove
R_aflUaQ1v901DTZb,Confidence(11),,11,glove
R_8cU5NCG2ysTIeFf,Confidence(11),,11,glove
R_9movxfJr3JHx4c5,Confidence(11),3.0,11,glove
R_6zZuvVsaXiYicmh,Confidence(11),,11,glove
R_7Os34FuyUOKUtAV,Confidence(11),,11,glove
R_6tIMcOQsORkQnuB,Confidence(11),,11,glove
R_e9a4GNsvoZJ49mZ,Confidence(11),2.0,11,glove
R_cAPsFbVcU6FKEpT,Confidence(11),3.0,11,glove
R_cO0dBs5ofX0BOpT,Confidence(11),2.0,11,glove
R_6Yb3oRlkWUQ0xkF,Confidence(11),4.0,11,glove
R_5A3PjLiZbWfA6Tb,Confidence(11),,11,glove
R_0cuIBoqJYSnYnLT,Confidence(11),,11,glove
R_9KSFfd62afsuieF,Confidence(11),3.0,11,glove
R_02GRIQd5MDRenPf,Confidence(11),2.0,11,glove
R_bjv98vU4STp6zQx,Confidence(11),,11,glove
R_9KB1XzOy6rP7O1D,Confidence(11),3.0,11,glove
R_eX2Q9p9ZqgsYVLv,Confidence(11),,11,glove
R_eDMsuefXH4Nvbhz,Confidence(11),,11,glove
R_cGTSCS88UP99f0x,Confidence(11),6.0,11,glove
R_6ujqTETwTzRExX7,Confidence(11),3.0,11,glove
R_1NfgfYV1GvFsWiN,Confidence(11),,11,glove
R_0TiNGME0OVqJO3H,Confidence(11),,11,glove
