subj_id,qual_col,Confidence,row,Name
R_3jv8dkv5pkIe4f3,Confidence(2),5.0,2,train
R_9NNGTs03HOOrLhz,Confidence(2),7.0,2,train
R_9QAIH8o5XKYkAFD,Confidence(2),2.0,2,train
R_8hQIw8oM3sZtlUV,Confidence(2),5.0,2,train
R_dbuBKRXlnjouSRD,Confidence(2),5.0,2,train
R_81i04UQTtFxOXlz,Confidence(2),7.0,2,train
R_aflUaQ1v901DTZb,Confidence(2),5.0,2,train
R_8cU5NCG2ysTIeFf,Confidence(2),7.0,2,train
R_9movxfJr3JHx4c5,Confidence(2),8.0,2,train
R_6zZuvVsaXiYicmh,Confidence(2),8.0,2,train
R_7Os34FuyUOKUtAV,Confidence(2),,2,train
R_6tIMcOQsORkQnuB,Confidence(2),,2,train
R_e9a4GNsvoZJ49mZ,Confidence(2),4.0,2,train
R_cAPsFbVcU6FKEpT,Confidence(2),7.0,2,train
R_cO0dBs5ofX0BOpT,Confidence(2),2.0,2,train
R_6Yb3oRlkWUQ0xkF,Confidence(2),5.0,2,train
R_5A3PjLiZbWfA6Tb,Confidence(2),4.0,2,train
R_0cuIBoqJYSnYnLT,Confidence(2),7.0,2,train
R_9KSFfd62afsuieF,Confidence(2),4.0,2,train
R_02GRIQd5MDRenPf,Confidence(2),2.0,2,train
R_bjv98vU4STp6zQx,Confidence(2),2.0,2,train
R_9KB1XzOy6rP7O1D,Confidence(2),6.0,2,train
